설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
관문동 행정복지센터,대구광역시,북구,대구광역시 북구 매천로18길 34 (매천동),,35.9016891,128.5421594,행정복지센터 내,대구광역시 북구,053-665-3747,2025-07-23,3450000,대구광역시 북구
노곡분소,대구광역시,북구,대구광역시 북구 노곡로 25 (노곡동),,35.90627017,128.562659,분소,대구광역시 북구,053-665-3158,2025-07-23,3450000,대구광역시 북구
금호분소,대구광역시,북구,대구광역시 북구 한강로4길 1 (금호동),,35.89678132,128.5145289,분소,대구광역시 북구,053-665-3381,2025-07-23,3450000,대구광역시 북구
태전1동 행정복지센터,대구광역시,북구,대구광역시 북구 태전로7길 10-24 (태전동),,35.92403326,128.5432097,행정복지센터 내,대구광역시 북구,053-665-3769,2025-07-23,3450000,대구광역시 북구
태전2동 행정복지센터,대구광역시,북구,대구광역시 북구 칠곡중앙대로52길 32 (태전동),,35.92149453,128.5487633,행정복지센터 내,대구광역시 북구,053-665-3788,2025-07-23,3450000,대구광역시 북구
구암동 행정복지센터,대구광역시,북구,대구광역시 북구 구암서로 32 (구암동),,35.93893365,128.5660406,행정복지센터 내,대구광역시 북구,053-665-3813,2025-07-23,3450000,대구광역시 북구
관음동 행정복지센터,대구광역시,북구,대구광역시 북구 관음동로 125 (관음동),,35.94422798,128.5473263,행정복지센터 내,대구광역시 북구,053-665-3826,2025-07-23,3450000,대구광역시 북구
읍내동 행정복지센터,대구광역시,북구,대구광역시 북구 칠곡중앙대로 561 (읍내동),,35.94592174,128.5505276,행정복지센터 내,대구광역시 북구,053-665-3845,2025-07-23,3450000,대구광역시 북구
동천동 행정복지센터,대구광역시,북구,대구광역시 북구 대천로 81 (동천동),,35.93732717,128.5581813,행정복지센터 내,대구광역시 북구,053-665-3864,2025-07-23,3450000,대구광역시 북구
국우동 행정복지센터,대구광역시,북구,대구광역시 북구 구리로 188 (국우동),,35.94802719,128.5753996,행정복지센터 내,대구광역시 북구,053-665-3882,2025-07-23,3450000,대구광역시 북구
동두천시 보건소,경기도,동두천시,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,37.89661219,127.051717,본관 1층,경기도 동두천시 환,031-860-2251,2024-11-13,3920000,경기도 동두천시
온천1동 행정복지센터,대전광역시,유성구,대전광역시 유성구 도안대로589번길 35 (봉명동),대전광역시 유성구 봉명동 451번지,36.35311915,127.3389734,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
온천2동 행정복지센터,대전광역시,유성구,대전광역시 유성구 장대로 120 (장대동),대전광역시 유성구 장대동 40-2번지,36.36541741,127.3334205,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
원신흥동 행정복지센터,대전광역시,유성구,대전광역시 유성구 봉명로 27-18 (원신흥동),대전광역시 유성구 원신흥동 491-14번지,36.34214773,127.3432992,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
노은1동 행정복지센터,대전광역시,유성구,대전광역시 유성구 노은동로87번길 89 (노은동),대전광역시 유성구 노은동 546번지,36.36826212,127.3184414,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
노은2동 행정복지센터,대전광역시,유성구,대전광역시 유성구 송림로19번길 35 (하기동),대전광역시 유성구 하기동 411-1번지,36.38947259,127.3207758,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
노은3동 행정복지센터,대전광역시,유성구,대전광역시 유성구 지족동로 145 (지족동),대전광역시 유성구 지족동 1024-2번지,36.38680328,127.3079026,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
전민동 행정복지센터,대전광역시,유성구,대전광역시 유성구 유성대로 1719 (전민동),대전광역시 유성구 전민동 462-6번지,36.40000975,127.4003838,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
신성동 행정복지센터,대전광역시,유성구,대전광역시 유성구 신성로 55 (하기동),대전광역시 유성구 하기동 18-6번지,36.38922402,127.3473742,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
진잠동 행정복지센터,대전광역시,유성구,대전광역시 유성구 원내로 5 (원내동),대전광역시 유성구 원내동 213-4번지,36.29952256,127.3166226,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
구즉동 행정복지센터,대전광역시,유성구,대전광역시 유성구 금남구즉로 1442 (봉산동),대전광역시 유성구 봉산동 301-3번지,36.44081575,127.3857488,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
관평동 행정복지센터,대전광역시,유성구,대전광역시 유성구 관평2로 42 (관평동),대전광역시 유성구 관평동 905번지,36.42316688,127.3887535,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
관평뜰약국,대전광역시,유성구,"대전광역시 유성구 관평2로 56, 도모프라자 101호 (관평동)",대전광역시 유성구 관평동 911 도모프라자101호,36.422064,127.388093,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
국민약국,대전광역시,유성구,"대전광역시 유성구 계룡로 44, 1층 (봉명동)",대전광역시 유성구 봉명동 566-5 1층,36.35514757,127.3358254,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
노은열린약국,대전광역시,유성구,"대전광역시 유성구 노은동로 153, (지족동)",대전광역시 유성구 지족동 918-13,36.37419669,127.3223906,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
노은온누리약국,대전광역시,유성구,"대전광역시 유성구 지족동로 152, (지족동)",대전광역시 유성구 지족동 1025-1,36.38743921,127.3087776,,대전광역시 유성구,042-611-2321,2024-08-13,3670000,대전광역시 유성구
군포1동 행정복지센터,경기도,군포시,경기도 군포시 군포로 531,경기도 군포시 당동 751-15,37.35361204,126.9455589,군포1동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
군포2동 행정복지센터,경기도,군포시,경기도 군포시 고산로 263,경기도 군포시 당동 871-1,37.34634696,126.94308,군포2동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
산본1동 행정복지센터,경기도,군포시,경기도 군포시 고산로724번길 13,경기도 군포시 산본동 73-26,37.37336832,126.9385758,산본1동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
산본2동 행정복지센터,경기도,군포시,경기도 군포시 고산로 663,경기도 군포시 산본2동 1065-1,37.37002007,126.9327115,산본2동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
금정동 행정복지센터,경기도,군포시,경기도 군포시 금산로 35,경기도 군포시 금정동 705-5,37.36540019,126.9392714,금정동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
재궁동 행정복지센터,경기도,군포시,경기도 군포시 번영로550번길 25,경기도 군포시 금정동 850-4,37.35843909,126.9390402,재궁동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
오금동 행정복지센터,경기도,군포시,경기도 군포시 고산로 406,경기도 군포시 금정동 871-13,37.35103214,126.9295372,오금동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
수리동 행정복지센터,경기도,군포시,경기도 군포시 수리산로 38,경기도 군포시 산본동 1151-7,37.35606667,126.9210368,수리동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
궁내동 행정복지센터,경기도,군포시,경기도 군포시 고산로517번길 10,경기도 군포시 산본동 1148-7,37.35965817,126.9218479,궁내동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
광정동 행정복지센터,경기도,군포시,경기도 군포시 광정로 106,경기도 군포시 산본동 1120-2,37.36208607,126.927942,광정동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
대야동 행정복지센터,경기도,군포시,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7,37.33028283,126.9153444,대야동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
송부동 행정복지센터,경기도,군포시,경기도 군포시 송부로74번길 3-32,경기도 군포시 도마교동 478-2,37.31622446,126.9238208,송부동 행정복지센터입구,경기도 군포시청,031-390-0251,2024-08-06,4020000,경기도 군포시
침산1동 행정복지센터,대구광역시,북구,대구광역시 북구 침산남로13길 16 (침산동),,35.89035602,128.5811926,행정복지센터 내,대구광역시 북구,053-665-3455,2025-07-23,3450000,대구광역시 북구
침산2동 행정복지센터,대구광역시,북구,대구광역시 북구 침산남로 195 (침산동),,35.88727813,128.5969861,행정복지센터 내,대구광역시 북구,053-665-3465,2025-07-23,3450000,대구광역시 북구
혜성약국,경상북도,청도군,경상북도 청도군 금천면 금천로 28,,35.69172599,128.8926583,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
대구약국,경상북도,청도군,경상북도 청도군 풍각면 송서11길 5,,35.64049812,128.6161391,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
우리약국,경상북도,청도군,경상북도 청도군 화양읍 청화로 77,,35.6479209,128.7361611,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
화산약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 179,,35.6425982,128.7447177,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
용암약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 187-1,,35.64205989,128.7453617,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
영남약국,경상북도,청도군,경상북도 청도군 청도읍 중앙로 5,,35.64285287,128.7450472,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
대한약국,경상북도,청도군,경상북도 청도군 풍각면 봉기로 150,,35.6407121,128.6149608,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
세종약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 106,,35.64662823,128.7384697,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
풍각약국,경상북도,청도군,경상북도 청도군 풍각면 송서11길 6,,35.64060711,128.61574,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
연합약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 99,,35.64727398,128.7382585,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
장수약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 195,,35.64164994,128.7458666,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
소망약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 193,,35.64182536,128.7459188,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
청도약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 82,,35.64752834,128.7362813,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
사랑약국,경상북도,청도군,경상북도 청도군 화양읍 청화로 79-5,,35.64837034,128.7365895,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
우리들약국,경상북도,청도군,경상북도 청도군 이서면 학산1길 45-1,,35.66242023,128.6672518,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
햇빛약국,경상북도,청도군,경상북도 청도군 청도읍 청화로 154,,35.64369375,128.7426442,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
원정2리 경로당,경상북도,청도군,경상북도 청도군 청도읍 원정1길 3-8,,35.64817148,128.7567092,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
사촌2리 경로당,경상북도,청도군,경상북도 청도군 청도읍 사촌2길 8,,35.57809758,128.7943452,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
서상2리 경로당,경상북도,청도군,경상북도 청도군 화양읍 비석길 27,,35.65488361,128.6954215,,경상북도 청도군보건,054-370-2645,2024-08-13,5190000,경상북도 청도군
