시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
망원동월드컵시장,상설장,서울특별시 마포구 망원로7길 31,서울특별시 마포구 망원동 424-7,매일,37.558731,126.905081,50,농산물+축산물+수산물+가공식품,,,Y,N,2006,02-322-6656,2022-07-06,B553077,소상공인시장진흥공단
망원시장,상설장,서울특별시 마포구 망원로8길 7,서울특별시 마포구 망원동 486-37,매일,37.557157,126.905994,79,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,02-335-3591,2022-07-06,B553077,소상공인시장진흥공단
서교시장,상설장,서울특별시 마포구 홍익로3길 20,서울특별시 마포구 서교동 357-1,매일,37.553516,126.921715,63,축산물+의류/신발+기타소매업+근린생활서비스,,,Y,Y,1974,02-323-7686,2022-07-06,B553077,소상공인시장진흥공단
아현시장,상설장,서울특별시 마포구 굴레방로7길 8,서울특별시 마포구 아현동 327-40,매일,37.556407,126.955081,150,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,N,2013,02-364-3600,2022-07-06,B553077,소상공인시장진흥공단
영진시장,상설장,서울특별시 마포구 동교로12길 21,서울특별시 마포구 서교동 485-14,매일,37.553465,126.912692,61,가공식품+기타소매업,,,Y,Y,1972,,2022-07-06,B553077,소상공인시장진흥공단
백련시장,상설장,서울특별시 서대문구 가재울로6길 53-87,서울특별시 서대문구 남가좌동 345-4,매일,37.577001,126.923101,66,농산물+축산물+가공식품,,,Y,Y,1993,,2022-07-06,B553077,소상공인시장진흥공단
연희사러가,상설장,서울특별시 서대문구 연희맛로 23,서울특별시 서대문구 연희동 131-1,매일,37.567155,126.929661,30,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1971,,2022-07-06,B553077,소상공인시장진흥공단
영천시장,상설장,서울특별시 서대문구 통일로 189-1,서울특별시 서대문구 영천동 323,매일,37.570334,126.961848,135,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2011,02-363-5350,2022-07-06,B553077,소상공인시장진흥공단
유진상가,상설장,서울특별시 서대문구 통일로 484,서울특별시 서대문구 홍제동 294-46,매일,37.591607,126.942942,67,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1970,02-3217-9885,2022-07-06,B553077,소상공인시장진흥공단
인왕시장,상설장,서울특별시 서대문구 인왕시장길 24,서울특별시 서대문구 홍제동 298-7,매일,37.591218,126.943319,158,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1972,,2022-07-06,B553077,소상공인시장진흥공단
신성종합시장(건물형),상설장,서울특별시 광진구 용마산로 50,서울특별시 광진구 중곡동 79-7,매일,37.558081,127.088051,26,가공식품+음식점업+기타소매업,,,Y,N,1977,,2022-07-06,B553077,소상공인시장진흥공단
영동교골목시장,상설장,서울특별시 광진구 동일로10길 47,서울특별시 광진구 자양동 40-38,매일,37.537526,127.064205,57,농산물+축산물+가공식품+기타소매업+근린생활서비스업,,,Y,Y,2009,,2022-07-06,B553077,소상공인시장진흥공단
자양전통시장,상설장,서울특별시 광진구 뚝섬로47길 45-2,서울특별시 광진구 자양동 613-11,매일,37.534382,127.079189,136,농산물+축산물+수산물+가공식품+음식점업,,,Y,Y,2006,02-458-1624,2022-07-06,B553077,소상공인시장진흥공단
중곡제일전통시장(중곡제일시장),상설장,서울특별시 광진구 긴고랑로11길 14,서울특별시 광진구 중곡동 221-6,매일,37.563883,127.081765,137,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
화양제일골목시장,상설장,서울특별시 광진구 아차산로29길 59,서울특별시 광진구 화양동 34-72,매일,37.543491,127.069292,63,농산물+축산물+가공식품+의류/신발+기타소매업,,,N,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
가리봉시장,상설장,서울특별시 구로구 우마3길 15,서울특별시 구로구 가리봉동 123-62,매일,37.481677,126.889078,66,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2014,02-830-4240,2022-07-06,B553077,소상공인시장진흥공단
개봉중앙시장,상설장,서울특별시 구로구 개봉로17길 34,서울특별시 구로구 개봉동 324-13,매일,37.491784,126.854072,21,농산물+축산물+가공식품+음식점업+기타소매업,,,Y,N,1976,,2022-07-06,B553077,소상공인시장진흥공단
개봉프라자,상설장,서울특별시 구로구 고척로40길 19,서울특별시 구로구 고척동 269-1,매일,37.501957,126.8511199,98,의류/신발+가정용품+음식점업,,,Y,Y,1993,02-2619-8068,2022-07-06,B553077,소상공인시장진흥공단
고척근린시장,상설장,서울특별시 구로구 고척로40길 19,서울특별시 구로구 고척동 269-1,매일,37.501957,126.8511199,69,농산물+축산물+수산물+가공식품+기타소매업,,https://geunrinsijang.modoo.at,Y,Y,2016,02-2060-7504,2022-07-06,B553077,소상공인시장진흥공단
구로시장,상설장,서울특별시 구로구 구로동로22길 17-4,서울특별시 구로구 구로동 734-17,매일,37.48963005,126.8856198,159,농산물+가공식품+의류/신발+기타소매업+근린생활서비스,,,Y,N,1969,02-868-1452,2022-07-06,B553077,소상공인시장진흥공단
남구로시장,상설장,서울특별시 구로구 구로동로26길 41,서울특별시 구로구 구로동 730-52,매일,37.490208,126.886432,184,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2010,02-855-8509,2022-07-06,B553077,소상공인시장진흥공단
남문시장,상설장,서울특별시 금천구 시흥대로144길 17,서울특별시 금천구 독산동 984-10,매일,37.473767,126.900424,108,농산물+축산물+수산물+의류/신발+음식점업,,,Y,Y,2003,02-868-9727,2022-07-06,B553077,소상공인시장진흥공단
은행나무시장,상설장,서울특별시 금천구 금하로25길 9,서울특별시 금천구 시흥동 828-45,매일,37.451318,126.909349,62,농산물+축산물+수산물+가공식품+의류/신발,,,N,Y,2012,02-802-5514,2022-07-06,B553077,소상공인시장진흥공단
비단길현대시장,상설장,서울특별시 금천구 독산로27길 52,서울특별시 금천구 시흥동 848-31,매일,37.457727,126.904877,228,농산물+축산물+수산물+의류/신발+음식점업,,,Y,Y,2007,02-802-7720,2022-07-06,B553077,소상공인시장진흥공단
공릉동도깨비시장,상설장,서울특별시 노원구 동일로180길 37,서울특별시 노원구 공릉동 566-20,매일,37.62269037,127.076249,106,농산물+축산물+수산물+가공식품+기타소매업,,,N,Y,2006,02-976-4143,2022-07-06,B553077,소상공인시장진흥공단
방학동도깨비시장,상설장,서울특별시 도봉구 도당로13가길 17,서울특별시 도봉구 방학동 633-15,매일,37.665941,127.036206,88,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2003,02-954-1225,2022-07-06,B553077,소상공인시장진흥공단
백운시장,상설장,서울특별시 도봉구 삼양로154길 30,서울특별시 도봉구 쌍문동 495-80,매일,37.655496,127.014885,54,농산물+축산물+수산물+가공식품+기타소매업,,,N,N,2019,02-991-0678,2022-07-06,B553077,소상공인시장진흥공단
쌍문시장,상설장,서울특별시 도봉구 도봉로113길 20,서울특별시 도봉구 쌍문동 94-29,매일,37.648367,127.032968,96,농산물+축산물+수산물,,,N,N,2016,,2022-07-06,B553077,소상공인시장진흥공단
창동골목시장,상설장,서울특별시 도봉구 덕릉로58길 16,서울특별시 도봉구 창동 557-45,매일,37.638401,127.039145,62,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2006,02-900-4900,2022-07-06,B553077,소상공인시장진흥공단
창동신창시장,상설장,서울특별시 도봉구 덕릉로57길 17,서울특별시 도봉구 창동 578-47,매일,37.639435,127.037455,77,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,02-990-0040,2022-07-06,B553077,소상공인시장진흥공단
경동광성상가,상설장,서울특별시 동대문구 고산자로 464,서울특별시 동대문구 제기동 917,매일,37.580991,127.0388095,102,농산물+축산물+수산물+가공식품,,,Y,N,2008,02-965-1601,2022-07-06,B553077,소상공인시장진흥공단
경동시장,상설장,서울특별시 동대문구 왕산로 147,서울특별시 동대문구 제기동 1018,매일,37.578784,127.039659,678,농산물+수산물+근린생활서비스,,,Y,Y,1960,02-969-7218,2022-07-06,B553077,소상공인시장진흥공단
답십리시장,상설장,서울특별시 동대문구 답십리로51길 3-10,서울특별시 동대문구 답십리동 66-39,매일,37.573194,127.058066,56,수산물+가공식품+음식점업+기타소매업,,,Y,N,2011,02-2216-9888,2022-07-06,B553077,소상공인시장진흥공단
답십리현대시장,상설장,서울특별시 동대문구 전농로4길 38,서울특별시 동대문구 답십리동 967-5,매일,37.566782,127.058649,101,농산물+수산물+가공식품+의류/신발+음식점업,,,Y,Y,2009,070-7788-4435,2022-07-06,B553077,소상공인시장진흥공단
동부시장,상설장,서울특별시 동대문구 천호대로 281,서울특별시 동대문구 답십리동 495-3,매일,37.567576,127.052209,30,농산물+의류/신발+기타소매업+근린생활서비스업,,,Y,Y,1971,,2022-07-06,B553077,소상공인시장진흥공단
동서시장,상설장,서울특별시 동대문구 왕산로33길 13,서울특별시 동대문구 제기동 650,매일,37.579726,127.041221,43,농산물,,,Y,Y,1972,,2022-07-06,B553077,소상공인시장진흥공단
서울약령시장,상설장,서울특별시 동대문구 약령중앙로 26,서울특별시 동대문구 제기동 1097-6,매일,37.58060041,127.037587,1007,농산물+근린생활서비스,,seoulyak.com,Y,Y,2006,02-969-4793,2022-07-06,B553077,소상공인시장진흥공단
전농로터리시장,상설장,서울특별시 동대문구 전농로15길 7,서울특별시 동대문구 전농동 295-52,매일,37.578144,127.057028,85,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,1974,02-2217-1231,2022-07-06,B553077,소상공인시장진흥공단
우이시장,상설장,서울특별시 강북구 노해로23길 68,서울특별시 강북구 수유동 270-208,매일,37.646037,127.020016,31,가공식품+음식점업+기타소매업+근린생활서비스업,,,Y,N,1962,,2022-07-06,B553077,소상공인시장진흥공단
장미원골목시장,상설장,서울특별시 강북구 삼양로 464,서울특별시 강북구 수유동 316-11,매일,37.644633,127.016016,108,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2015,02-900-1256,2022-07-06,B553077,소상공인시장진흥공단
까치산시장,상설장,서울특별시 강서구 강서로12길 14,서울특별시 강서구 화곡동 342-94,매일,37.531531,126.8478603,138,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2007,02-2606-4500,2022-07-06,B553077,소상공인시장진흥공단
남부골목시장,상설장,서울특별시 강서구 곰달래로55길 4,서울특별시 강서구 화곡동 797-7,매일,37.532238,126.8607298,153,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2006,02-2646-5636,2022-07-06,B553077,소상공인시장진흥공단
남부화곡시장,상설장,서울특별시 강서구 등촌로5길 80,서울특별시 강서구 화곡동 830-1,매일,37.533071,126.858952,20,농산물+축산물+수산물+의류/신발+음식점업,,,Y,Y,1978,,2022-07-06,B553077,소상공인시장진흥공단
대원종합시장,상설장,서울특별시 강서구 화곡로21길 78,서울특별시 강서구 화곡동 1023,매일,37.544487,126.836475,40,농산물+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1978,,2022-07-06,B553077,소상공인시장진흥공단
등마루시장,상설장,서울특별시 강서구 화곡로68길 120,서울특별시 강서구 등촌동 637-10,매일,37.55666003,126.860265,60,음식점업+기타소매업+근린생활서비스업,,,Y,Y,1980,,2022-07-06,B553077,소상공인시장진흥공단
방신전통시장,상설장,서울특별시 강서구 방화동로16길 32,서울특별시 강서구 방화동 579-5,매일,37.571508,126.812647,94,농산물+축산물+수산물,,,Y,Y,2006,02-2666-4080,2022-07-06,B553077,소상공인시장진흥공단
신월중앙시장,상설장,서울특별시 강서구 강서로5나길 109,서울특별시 강서구 화곡동 929-1,매일,37.527969,126.841906,30,가공식품,,,Y,Y,1978,,2022-07-06,B553077,소상공인시장진흥공단
화곡본동시장,상설장,서울특별시 강서구 까치산로 35,서울특별시 강서구 화곡동 98-45,매일,37.542885,126.844129,50,농산물+축산물+수산물+가공식품+기타소매업,,http://hwagokmarket.com,Y,N,2011,02-2698-0779,2022-07-06,B553077,소상공인시장진흥공단
화곡중앙골목시장,상설장,서울특별시 강서구 월정로30길 66,서울특별시 강서구 화곡동 362-144,매일,37.534884,126.839506,58,농산물+축산물+가정용품+음식점업+기타소매업,,,Y,Y,2005,02-2065-7212,2022-07-06,B553077,소상공인시장진흥공단
관악신사시장,상설장,서울특별시 관악구 관천로19길 89,서울특별시 관악구 신림동 494-34,매일,37.486792,126.917073,104,농산물+축산물+수산물+가공식품+의류/신발,,kwanaksinsa.alltheway.kr,Y,Y,2005,02-855-1994,2022-07-06,B553077,소상공인시장진흥공단
봉일시장,상설장,서울특별시 관악구 은천로 28,서울특별시 관악구 봉천동 951-25,매일,37.485925,126.9383804,24,농산물+축산물+의류/신발,,,Y,Y,1971,,2022-07-06,B553077,소상공인시장진흥공단
봉천제일종합시장,상설장,서울특별시 관악구 청룡2길 29,서울특별시 관악구 봉천동 921-1,매일,37.48124954,126.944416,30,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1976,,2022-07-06,B553077,소상공인시장진흥공단
봉천중앙시장,상설장,서울특별시 관악구 관악로 211,서울특별시 관악구 봉천동 32-2,매일,37.484196,126.954327,30,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1969,,2022-07-06,B553077,소상공인시장진흥공단
봉천현대시장,상설장,서울특별시 관악구 양녕로 49,서울특별시 관악구 봉천동 738-150,매일,37.486431,126.946515,32,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1972,02-882-0492,2022-07-06,B553077,소상공인시장진흥공단
신림종합시장,상설장,서울특별시 관악구 남부순환로157길 63,서울특별시 관악구 신림동 505-1,매일,37.484646,126.917093,26,농산물+축산물+가공식품+음식점업+기타소매업,,,Y,N,1977,,2022-07-06,B553077,소상공인시장진흥공단
신림중앙시장,상설장,서울특별시 관악구 조원로16길 27,서울특별시 관악구 신림동 541,매일,37.483145,126.911421,292,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1978,02-853-7471,2022-07-06,B553077,소상공인시장진흥공단
