연번,가맹점명,업종명,전화번호,읍면동,소재지 도로명주소,위도,경도
1707,다사랑치킨 종촌점,일반음식점,044-862-9928,종촌동,[30064] 세종특별자치시 도움1로 106 136호 다사랑치킨,36.50281819,127.2481227
1708,다산공인중개사사무소,부동산/인테리어,044-868-2468,보람동,"[00000] 세종특별자치시 한누리대로 2149, 101호 (보람동,엔젤타워)",,
1709,다성왕족발보쌈,일반음식점,044-862-8308,조치원읍,[30018] 세종특별자치시 조치원읍 돌마루4길 12 1층,36.60626026,127.2925376
1710,다소곳,의류/잡화/안경,044-862-9599,종촌동,[30064] 세종특별자치시 도움1로 108 136-1호,36.50267993,127.2476328
1711,다소니 드로잉,기타,,고운동,[30101] 세종특별자치시 만남로 146 삼성프라자402호,36.5123294,127.2401042
1712,다솜가정의학과의원,병원/약국,044-865-0075,조치원읍,[30032] 세종특별자치시 조치원읍 도원1로 16 상가동 208/209호,36.59185225,127.289886
1713,다솜교육,학원/교육,,다정동,[30123] 세종특별자치시 다정북로 183 911동 804호,36.49622058,127.2494476
1714,다솜언어심리발달센터,기타,044-862-6225,아름동,"[30100] 세종특별자치시 세종로 1234-12 4층 401호, 402호",36.48006,127.289041
1715,다솜프리미엄축산,슈퍼/마트,044-868-8678,보람동,"[30150] 세종특별자치시 한누리대로 2143 102, 103호",36.47805608,127.2884462
1716,다수제과,일반음식점,,종촌동,"[00000] 세종특별자치시 도움1로 106, 2층 210호 (종촌동,메가시티)",,
1717,"다시, 봄 필라테스",학원/교육,044-866-3504,아름동,[30099] 세종특별자치시 달빛1로 309 2층,36.51996929,127.2525796
1718,다연재,카페/베이커리,,부강면,[30071] 세종특별자치시 부강면 갈산길 73 1층,36.53846953,127.362732
1719,다예,일반음식점,,나성동,[30128] 세종특별자치시 나성로 125-16 305호,36.49009909,127.2577547
1720,다오,의류/잡화/안경,044-868-3141,고운동,"[00000] 세종특별자치시 밝은뜰로 15, 1동 1층 112호 (고운동,가락마을19단지)",,
1721,다오,의류/잡화/안경,044-868-3141,고운동,"[00000] 세종특별자치시 밝은뜰로 15, 1동 1층 112호 (고운동,가락마을19단지)",,
1722,다온,일반음식점,044-866-8609,보람동,[30151] 세종특별자치시 한누리대로 2200 호려울3단지상가 비동110호,36.47597947,127.2817808
1723,다온,일반음식점,044-866-8609,보람동,[30151] 세종특별자치시 한누리대로 2200 호려울3단지상가 비동110호,36.47597947,127.2817808
1724,다온,일반음식점,044-866-8609,보람동,[30151] 세종특별자치시 한누리대로 2200 호려울3단지상가 비동110호,36.47597947,127.2817808
1725,다온coffee(세종점),일반음식점,,조치원읍,[30039] 세종특별자치시 조치원읍 도원로 16 302동 103호(상가),36.59109224,127.2908988
1726,다온김밥,일반음식점,044-862-0708,도담동,[30100] 세종특별자치시 보듬3로 7 상가층104호,36.51113758,127.2584027
1727,다온다 자동차유리 세종점,미용/뷰티/위생,,한솔동,[30130] 세종특별자치시 누리로 110 101호 다온다자동차유리 세종점,36.47992232,127.2530975
1728,다온댄스학원,학원/교육,044-865-6663,나성동,[30128] 세종특별자치시 나성북1로 22 901호,36.49108773,127.2587721
1729,다온분식,일반음식점,,도담동,[30098] 세종특별자치시 보듬4로 9 1층37호,36.51311651,127.2607061
1730,다온뼈해장국,일반음식점,044-868-288,조치원읍,[30022] 세종특별자치시 조치원읍 충현로 133 1층,36.60037057,127.2947707
1731,다온피아노음악교습소,학원/교육,,산울동,[30091] 세종특별자치시 산울2로 10 B동207호,36.52953953,127.2626272
1732,다올,일반음식점,044-868-5569,연서면,[30042] 세종특별자치시 연서면 도신고복로 587 세종특별자치시 연서면도신고복로587,36.60039292,127.2270377
1733,다올수학,학원/교육,,고운동,[30063] 세종특별자치시 마음안로 47 307동 303호,36.50620637,127.2352743
1734,다올에스테틱,미용/뷰티/위생,,보람동,[30150] 세종특별자치시 한누리대로 2149 208호,36.47780911,127.2878347
1735,다올차이나 주식회사,일반음식점,044-867-2328,아름동,[30100] 세종특별자치시 아름서1길 13-9 201호,36.51166934,127.2426002
1736,다와축산,슈퍼/마트,044-862-2166,조치원읍,[30027] 세종특별자치시 조치원읍 조치원4길 16 1층,36.60071789,127.2986572
1737,다요기,의류/잡화/안경,,부강면,[30076] 세종특별자치시 부강면 부강로 37 다요기,36.52917613,127.3657785
1738,다움캘리그라피,학원/교육,,고운동,[30063] 세종특별자치시 마음로 49 (가락마을2단지상가)A-213호,36.5037379,127.2354102
1739,다원마트,슈퍼/마트,044-864-1655,조치원읍,[30035] 세종특별자치시 조치원읍 조치원4길 168 파크리안아파트 상가 다원마트,36.59422383,127.300817
1740,다원헤어살롱,미용/뷰티/위생,,집현동,[30141] 세종특별자치시 집현서로 45 상가 104호,36.49149632,127.3215176
1741,다음앤붙임머리,미용/뷰티/위생,044-868-6696,도담동,[30098] 세종특별자치시 보듬3로 8-23 205호,36.51437006,127.2579365
1742,다이나포스헬스클럽,스포츠/헬스,,전의면,[30004] 세종특별자치시 전의면 만세길 5 3층 301,36.67906846,127.2038984
1743,다이나핏 세종어반아트리움점,의류/잡화/안경,,나성동,[30128] 세종특별자치시 나성로 96 1층 152-3호,36.48787516,127.2610014
1744,다이너 세종점,일반음식점,070-4150-5005,고운동,[30062] 세종특별자치시 마음안1로 137 상가2동 205~209(고운동 가락마을18단지 근린생활시설),36.52029821,127.2361855
1745,다이닝더인드라,일반음식점,070-7717-6770,보람동,[30151] 세종특별자치시 시청대로 219 3층307호,36.4839368,127.2938053
1746,다이닝더인드라새롬점,일반음식점,044-864-6774,새롬동,[30126] 세종특별자치시 새롬중앙로 67 2층204호,36.48688884,127.2502295
1747,다이닝야경 나성로점,일반음식점,,나성동,[30128] 세종특별자치시 나성로 133-9 103호 다이닝야경,36.49056138,127.2581856
1748,다이닝타몽 세종시청점,일반음식점,,보람동,[30150] 세종특별자치시 호려울로 51 207호,36.47795332,127.2893511
1749,다이소 세종부강점,슈퍼/마트,044-865-4959,부강면,[30076] 세종특별자치시 부강면 부강로 41 부강리 418-9외 1필지,36.52959939,127.3657192
1750,다이스보드게임 교구놀이교습소,학원/교육,,소담동,[30147] 세종특별자치시 소담4로 7 117호(F2),36.48708979,127.3012545
1751,다이어메이커 세종점,일반음식점,044-866-5542,나성동,[30128] 세종특별자치시 나성북로 47 108 109 110 111 112호,36.49128962,127.2608127
1752,다이온,기타,,어진동,[30106] 세종특별자치시 호수공원길 155 어진동734(scc앞도로) 푸드트럭,36.49672077,127.2750041
1753,다인,기타,,보람동,[30150] 세종특별자치시 남세종로 454 1동 8층 818호,36.47725246,127.2897034
1754,다인아구찜,일반음식점,044-866-2971,조치원읍,[30037] 세종특별자치시 조치원읍 허만석로 39 1층 다인아구찜,36.58554104,127.2955088
1755,다인영농조합,슈퍼/마트,044-863-0018,전의면,[30008] 세종특별자치시 전의면 금사길 12-6,36.61000003,127.1719779
1756,다인치과,병원/약국,044-868-7527,조치원읍,[30028] 세종특별자치시 조치원읍 새내9길 3 2층 다인치과,36.60020088,127.2980919
1757,다인헤어,미용/뷰티/위생,,다정동,[30123] 세종특별자치시 다정남로 123 상가동 107호 다인헤어,36.49287479,127.2548486
1758,다정 에듀플렉스 심리상담 연구소,미용/뷰티/위생,044-414-9057,다정동,[30123] 세종특별자치시 다정중앙로 52 페스티발2 207호208호,36.49518298,127.2492567
1759,다정365약국,병원/약국,,다정동,[30123] 세종특별자치시 다정중앙로 40 리치타워,36.4940392,127.2493794
1760,다정MBA태권도,스포츠/헬스,044-868-4777,다정동,[30124] 세종특별자치시 다정남로 22 가온마을 1단지 힐스테이트 2차 상가129호,36.49298298,127.2448021
1761,다정MBA태권도2관,스포츠/헬스,044-868-4455,다정동,[30124] 세종특별자치시 다정중앙로 39 6층 608,36.49402563,127.248654
1762,다정꽃할인매장,기타,,다정동,[30124] 세종특별자치시 다정중앙로 39 1층108호,36.49402563,127.248654
1763,다정내과의원,병원/약국,044-864-1911,다정동,"[30124] 세종특별자치시 다정중앙로 57 306, 307호",36.49562886,127.2485046
1764,다정다감미술학원,학원/교육,044-715-7764,다정동,[30124] 세종특별자치시 다정중앙로 39 408호,36.49402563,127.248654
1765,다정모바일,가전/통신,044-863-9915,다정동,[30124] 세종특별자치시 다정중앙로 39 다정센타프라자2 1층 112호,36.49402563,127.248654
1766,다정서문365정형외과의원,병원/약국,,,"[00000] 세종특별자치시 다정중앙로  52, 페스티발2, 609호다정서문365정형외과의원 (다정동)",,
1767,다정세이북스,슈퍼/마트,044-865-8181,다정동,[30124] 세종특별자치시 다정중앙로 53 2층,36.49529564,127.2485413
1768,다정소아청소년과의원,병원/약국,044-998-7711,다정동,[30124] 세종특별자치시 다정북로 109 가온마을 3단지 상가 205호,36.49656266,127.2422448
1769,다정영수학원,학원/교육,044-867-0502,조치원읍,[30124] 세종특별자치시 다정중앙로 51 더다정빌딩 605호,36.49499833,127.2485553
1770,다정영어,학원/교육,,다정동,[30123] 세종특별자치시 다정북로 183 914동 2803호,36.49702327,127.2509803
1771,다정온누리약국,병원/약국,044-868-3383,다정동,[30124] 세종특별자치시 다정중앙로 45 110호 다정온누리약국,36.49443989,127.2486053
1772,다정웰빙댄스,스포츠/헬스,,다정동,[30124] 세종특별자치시 다정중앙로 57 다정센터프라자1 6층 607호,36.49562886,127.2485046
1773,다정음악학원,학원/교육,,다정동,[30124] 세종특별자치시 다정중앙로 57 다정센타프라자 301호,36.49562886,127.2485046
1774,다정중국어,학원/교육,044-999-2729,다정동,[30124] 세종특별자치시 다정남로 22 가온마을1단지 117동202호,36.49286308,127.244368
1775,다정카이젠학원,학원/교육,044-715-7723,다정동,"[30123] 세종특별자치시 다정중앙로 40 304,305,306호",36.4940392,127.2493794
1776,다정태권도,스포츠/헬스,044-864-7979,다정동,[30123] 세종특별자치시 다정중앙로 58 다정메디프라자406호(다정태권도),36.49562441,127.2492301
1777,다정 포차,일반음식점,044-867-5012,다정동,[30123] 세종특별자치시 다정중앙로 52 1층 115호,36.49518298,127.2492567
1778,다정포차 소담점,일반음식점,044-272-5011,소담동,[30150] 세종특별자치시 소담1로 12 104호,36.48501826,127.3014739
1779,다정피부관리실,미용/뷰티/위생,044-865-6999,다정동,[30123] 세종특별자치시 다정중앙로 58 301호,36.49562441,127.2492301
1780,다정하연과학실험과학교습소,학원/교육,,다정동,[30124] 세종특별자치시 다정북로 109 단지내상가206호,36.49656266,127.2422448
1781,다정한감자탕뼈찜,일반음식점,044-863-6432,나성동,"[30127] 세종특별자치시 한누리대로 291 109,110호",36.49021457,127.2560348
1782,다정한어린이집,산모/육아,044-862-1702,다정동,"[00000] 세종특별자치시 다정북로 109, 324동 102호 (다정동,가온마을3단지)",,
1783,다정한의원,병원/약국,044-868-1090,새롬동,[30126] 세종특별자치시 새롬중앙로 59 302호,36.48606927,127.2503155
1784,다정한정육점,기타,,다정동,[30123] 세종특별자치시 다정중앙로 52 108호,36.49518298,127.2492567
1785,다정헤어,미용/뷰티/위생,044-866-1193,다정동,[30124] 세종특별자치시 다정중앙로 57 2층 205호,36.49562886,127.2485046
1786,다정힐스 창의교육원,학원/교육,,다정동,[30124] 세종특별자치시 다정남로 22 122-1501,36.49088226,127.2432376
1787,다짐(DA GYM),스포츠/헬스,,아름동,[30100] 세종특별자치시 아름서1길 13-12 제이디빌딩 301호,36.51165506,127.2431921
1788,다짐스터디 세종아름점,학원/교육,,아름동,[30100] 세종특별자치시 보듬3로 92 아름동 해피라움2동 706호 다짐스터디카페,36.51191097,127.2494751
1789,다짐헤어,미용/뷰티/위생,044-865-9283,아름동,[30100] 세종특별자치시 보듬3로 160 아이콤타워 2층 201호 다짐헤어,36.51230463,127.2418795
1790,다판닭,일반음식점,044-868-2050,나성동,[30123] 세종특별자치시 한누리대로 321 131호,36.4930068,127.2557849
1791,다팔어,의류/잡화/안경,,소담동,[30150] 세종특별자치시 남세종로 302 614동,36.48306729,127.3038239
1792,다팜MALL (세종점),슈퍼/마트,044-864-2177,조치원읍,[30016] 세종특별자치시 조치원읍 섭골길 8,36.61361277,127.292314
1793,다풀수학학원,학원/교육,044-866-3787,나성동,[30127] 세종특별자치시 한누리대로 253 403호 다풀수학학원,36.48679735,127.2572281
1794,다한식품,슈퍼/마트,070-8657-1088,도담동,[30098] 세종특별자치시 보듬4로 9 카림애비뉴 1동 제1층 66호,36.51311651,127.2607061
1795,닥엔돈스 조치원점,일반음식점,044-865-5554,조치원읍,[30031] 세종특별자치시 조치원읍 대첩로 75 103호,36.59472444,127.2879263
1796,닥터강스크린골프연습장,스포츠/헬스,044-862-8839,아름동,"[30100] 세종특별자치시 보듬3로 95 707-1,2호 708호",36.51138472,127.2489108
1797,닥터맘,미용/뷰티/위생,044-867-3107,새롬동,[30126] 세종특별자치시 새롬남로 17 209동205호,36.48356337,127.2487995
1798,닥터오빈,카페/베이커리,044-865-7753,어진동,[30103] 세종특별자치시 절재로 194 중앙타운143호,36.50830575,127.2624486
1799,닥터윈도우,부동산/인테리어,,보람동,[30150] 세종특별자치시 남세종로 503 106동1803호,36.47400005,127.2853364
1800,닥터필라테스 세종고운점,스포츠/헬스,044-866-8857,고운동,"[30101] 세종특별자치시 세종로 1219 세종중앙타워 208, 209호",36.48006,127.289041
1801,단골집 종촌점,일반음식점,044-862-0727,종촌동,[30064] 세종특별자치시 달빛1로 39 상4가112호,36.50217394,127.2445679
1802,단골집 조치원점,일반음식점,044-867-4636,조치원읍,[30021] 세종특별자치시 조치원읍 행복길 8 1층 단골집,36.60306711,127.2905324
1803,단국대소담태권도,학원/교육,044-867-0781,소담동,[30151] 세종특별자치시 한누리대로 2012 208,36.48530618,127.2998531
1804,단국어교습소,학원/교육,044-868-5709,새롬동,[30127] 세종특별자치시 새롬중앙로 62-15 515호 단국어교습소,36.48702109,127.2511992
1805,단무용학원,학원/교육,044-862-9020,보람동,[30150] 세종특별자치시 남세종로 454 504호,36.47725246,127.2897034
1806,단발머리,미용/뷰티/위생,,해밀동,"[00000] 세종특별자치시 해밀3로  32, 해밀마을1단지 상가동 지1층 127호 (해밀동)",,
